Código;Descripción corta;UdM base;Tipo;Perfil logístico
91S5VTSTAY%FN38;SANDALIA SKIPPY DE RAFIA;UN;CALZADO;
91S5VTTAP%NG36;BALERINA DE RED;UN;CALZADO;
91S5VTTAP%NG38;BALERINA DE RED;UN;CALZADO;
91S5VTTAP%RJ37;BALERINA DE RED;UN;CALZADO;
91S5VTTAP%RJ38;BALERINA DE RED;UN;CALZADO;
91S5VTTIR%FN40;OJOTA DE RAFIA;UN;CALZADO;
91S5VTTRENA%ZO36;BOTA DE GABARDINA EN PUNTA;UN;CALZADO;
91S5VTTRENA%ZO39;BOTA DE GABARDINA EN PUNTA;UN;CALZADO;
91S5VTWAGU%FN36;ZUECO DE RAFIA;UN;CALZADO;
91S5VTWAGU%FN39;ZUECO DE RAFIA;UN;CALZADO;
91S5VTWALL%FN39;CHATA DE RAFIA CON BORDADO;UN;CALZADO;
91S5VTWANNA%FN36;SLIPPER DE RAFIA;UN;CALZADO;
91S5VTWANNA%FN37;SLIPPER DE RAFIA;UN;CALZADO;
91S5VTWANNA%FN40;SLIPPER DE RAFIA;UN;CALZADO;
91S5VTYNA%FN36;OJOTA CON MARCA;UN;CALZADO;
91S5VTYNA%FN37;OJOTA CON MARCA;UN;CALZADO;
91S5VTYNA%FN39;OJOTA CON MARCA;UN;CALZADO;
91S5VTYNA%FN40;OJOTA CON MARCA;UN;CALZADO;
91S5VXROOP%OF36;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S5VXROOP%OF37;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S5VXROOP%OF38;BOTINETA CALCE DIRECTO;UN;CALZADO;
91S8IGMUR%RT36;SLUPPER CON LFECOS EN CAPELLADA;UN;CALZADO;
91S8IMBEAT%OP37;ZAPATO CON DOBLE TIRA EN EMPEINE;UN;CALZADO;
91S8IMBEAT%OP38;ZAPATO CON DOBLE TIRA EN EMPEINE;UN;CALZADO;
91S8IMBEAT%OP39;ZAPATO CON DOBLE TIRA EN EMPEINE;UN;CALZADO;
91S8IMPOEM%OP38;ZAPATO CON TACHAS;UN;CALZADO;
91S9ISHANT%MB36;BOTA CAÑA CORTADA;UN;CALZADO;
91Y1VSMAORI%MB35;CHATA CON TACHAS;UN;CALZADO;
91Y1VSMAORI%MB36;CHATA CON TACHAS;UN;CALZADO;
91Y1VSMECHI%JY36;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%JY37;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%KL36;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%KL37;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%KL38;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%KL39;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%VD35;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%VD37;CHATA GITANA;UN;CALZADO;
91Y1VSMECHI%VD40;CHATA GITANA;UN;CALZADO;
91Y1VYSUMATR%FN37;CHATA YUTE;UN;CALZADO;
91Y1VYSUMATR%FN38;CHATA YUTE;UN;CALZADO;
91Y1VYSUMATR%KL39;CHATA YUTE;UN;CALZADO;
91Y2VSDION%MB38;PLATAFORMA  CON TACHAS;UN;CALZADO;
91Y2VSDION%MB39;PLATAFORMA  CON TACHAS;UN;CALZADO;
91Y2VSDION%NG36;PLATAFORMA  CON TACHAS;UN;CALZADO;
91Y2VTARTI%RZ40;SANDALIA CON PULSERA;UN;CALZADO;
91Y3ISMAQUI%NG37;BORCEGO CON CORDONES;UN;CALZADO;
91Y3ISMAQUI%NG38;BORCEGO CON CORDONES;UN;CALZADO;
91Y3ISMOOM%NG38;BOTINETA CHELSEA;UN;CALZADO;
91Y3ISYANA%NG36;BOTINETA CON CIERRE;UN;CALZADO;
91Y3ISYANA%NG38;BOTINETA CON CIERRE;UN;CALZADO;
91Y3ISYANA%NG41;BOTINETA CON CIERRE;UN;CALZADO;
91Y3ITGRET%NG37;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%NG38;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%NG39;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%NG41;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%RS36;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%RS37;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%RS38;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%VD36;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%VD37;BOTA TEJIDA;UN;CALZADO;
91Y3ITGRET%VD41;BOTA TEJIDA;UN;CALZADO;
91Y3ITTAST%NG35;BUCANERA TEJIDA;UN;CALZADO;
91Y3ITTAST%NG38;BUCANERA TEJIDA;UN;CALZADO;
91Y5VADISP%EP37;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%EP38;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%EP39;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%NG35;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%NG37;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%NG38;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VADISP%NG40;ZUECO DE ACRILICO;UN;CALZADO;
91Y5VBCHIO%NG36;SADALIA DE BRILLOS;UN;CALZADO;
91Y5VBCHIO%NG37;SADALIA DE BRILLOS;UN;CALZADO;
91Y5VBCHIO%NG38;SADALIA DE BRILLOS;UN;CALZADO;
91Y5VBCHIO%NG39;SADALIA DE BRILLOS;UN;CALZADO;
91Y5VBPRIM%CT35;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%CT37;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%CT38;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%CT39;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%CT40;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%EP36;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%EP37;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%EP38;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%EP39;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%NG36;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%NG37;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%NG38;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VBPRIM%NG39;SANDALIA CON BRILLOS;UN;CALZADO;
91Y5VSSEMA%NG36;SANDALIA CON MARCA;UN;CALZADO;
91Y5VSSEMA%NG37;SANDALIA CON MARCA;UN;CALZADO;
91Y5VSSEMA%NG38;SANDALIA CON MARCA;UN;CALZADO;
91Y5VSSEMA%NG40;SANDALIA CON MARCA;UN;CALZADO;
91Y5VTCHIL%NG35;SANDALIA CON ELASTICO;UN;CALZADO;
91Y5VTCHIL%NG37;SANDALIA CON ELASTICO;UN;CALZADO;
91Y5VTCHIL%NG39;SANDALIA CON ELASTICO;UN;CALZADO;
91Y5VTLUMNA%NG35;SANDALIA CON LOGO;UN;CALZADO;
91Y5VTLUMNA%NG37;SANDALIA CON LOGO;UN;CALZADO;
91Y5VTLUMNA%NG38;SANDALIA CON LOGO;UN;CALZADO;
91Y5VTSANCE%ZO36;SANDALIA TIRA FINA;UN;CALZADO;
91Y5VTSANCE%ZO37;SANDALIA TIRA FINA;UN;CALZADO;
91Y5VTSANCE%ZO39;SANDALIA TIRA FINA;UN;CALZADO;
91Z7VCMOMO%BL36;SANDALIA TIRA FINITA Y FAJA ANCHA;UN;CALZADO;
91ZATBBARBI%OP37;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATBHADA%NG39;SANDALIA CON BORDADO;UN;CALZADO;
91ZATBMALIH%NG37;SANDALIA CON STRASS;UN;CALZADO;
91ZATBMALU%NG36;SANDALIA CON MAYA DE STRASS;UN;CALZADO;
91ZATBMALU%NG37;SANDALIA CON MAYA DE STRASS;UN;CALZADO;
91ZATBNACHA%EP36;Sandalia gitana con brillo;UN;CALZADO;
91ZATBNACHA%EP40;Sandalia gitana con brillo;UN;CALZADO;
91ZATBPHARRE%NG35;ESCOTADO CON PUNTERA;UN;CALZADO;
91ZATBPHARRE%NG36;ESCOTADO CON PUNTERA;UN;CALZADO;
91ZATCAMY%KL39;Sandalia clasica baja;UN;CALZADO;
91ZATCBAR10%RJ36;SANDALIA CLASICA CON TALON;UN;CALZADO;
91ZATCBAR10%RJ37;SANDALIA CLASICA CON TALON;UN;CALZADO;
91ZATCBARBI%NG38;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATCCARMELA%FX35;SANDALIA CLASICA BAJA;UN;CALZADO;
91ZATCCAROLIN%BL38;SANDALIA CON TIRA;UN;CALZADO;
91ZATCCLOSS%NG39;ZAPATO DE PUNTA CERRADA CON CINTURON;UN;CALZADO;
91ZATCCOBAIN%NG37;BOTA CLASICA CON APLIQUE;UN;CALZADO;
91ZATCCOBAIN%RJ36;BOTA CLASICA CON APLIQUE;UN;CALZADO;
91ZATCCOBAIN%RJ38;BOTA CLASICA CON APLIQUE;UN;CALZADO;
91ZATCCOBAIN%RJ40;BOTA CLASICA CON APLIQUE;UN;CALZADO;
91ZATCEINES%OF38;OJOTA TIRAS FINAS;UN;CALZADO;
91ZATCFABB%NG35;SANSALIA CON CADENA;UN;CALZADO;
91ZATCFABB%NG36;SANSALIA CON CADENA;UN;CALZADO;
91ZATCFIA%NG36;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%NG37;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%NG38;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%VX35;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%VX36;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%VX37;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%VX38;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCFIA%VX40;BOTA ALTA CALCE DIRECTO;UN;CALZADO;
91ZATCGRETA%NG35;SANDALIA TACO TORNASOL;UN;CALZADO;
91ZATCGRETA%NG38;SANDALIA TACO TORNASOL;UN;CALZADO;
91ZATCGRETA%NG39;SANDALIA TACO TORNASOL;UN;CALZADO;
91ZATCILLA%NG39;BUCANERA CARGO;UN;CALZADO;
91ZATCILLA%NG40;BUCANERA CARGO;UN;CALZADO;
91ZATCILLA%OF37;BUCANERA CARGO;UN;CALZADO;
91ZATCILLA%OF38;BUCANERA CARGO;UN;CALZADO;
91ZATCITA%BL38;SANDALIA TIRA Y PULSERA;UN;CALZADO;
91ZATCITA%BL39;SANDALIA TIRA Y PULSERA;UN;CALZADO;
91ZATCITA%RJ40;SANDALIA TIRA Y PULSERA;UN;CALZADO;
91ZATCJULIET%AC37;SANDALIA CON CIERRE;UN;CALZADO;
91ZATCKURT%BL37;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCKURT%OF35;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCKURT%OF36;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCKURT%OF37;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCKURT%OF38;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCKURT%OF39;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATCLANKA%RS36;ESCOTADO CON TALON ABIERTO;UN;CALZADO;
91ZATCLANKA%RS37;ESCOTADO CON TALON ABIERTO;UN;CALZADO;
91ZATCLANKA%RS38;ESCOTADO CON TALON ABIERTO;UN;CALZADO;
91ZATCLANKA%RS39;ESCOTADO CON TALON ABIERTO;UN;CALZADO;
91ZATCLANKA%RS40;ESCOTADO CON TALON ABIERTO;UN;CALZADO;
91ZATCMELS%NG35;ZUECO PUNTA ABIERTA;UN;CALZADO;
91ZATCNEROLI%NG37;ZUECO CON HERRAJES;UN;CALZADO;
91ZATCNEROLI%NG38;ZUECO CON HERRAJES;UN;CALZADO;
91ZATCNEROLI%NG39;ZUECO CON HERRAJES;UN;CALZADO;
91ZATCNEROLI%VX38;ZUECO CON HERRAJES;UN;CALZADO;
91ZATCNINI%RS35;SANDALIA TACO PINTADO;UN;CALZADO;
91ZATCPRIX%NR37;BOTA PRIX;UN;CALZADO;
91ZATCPRIX%NR38;BOTA PRIX;UN;CALZADO;
91ZATCPRIX%NR39;BOTA PRIX;UN;CALZADO;
91ZATCSARAH%BL36;SANDALIA CON PLATAFORMA CUADRADA;UN;CALZADO;
91ZATCSPIK%NG36;STILETTO CON TACHAS;UN;CALZADO;
91ZATCSPIK%NG37;STILETTO CON TACHAS;UN;CALZADO;
91ZATCSPIK%NG38;STILETTO CON TACHAS;UN;CALZADO;
91ZATCSPIK%VD38;STILETTO CON TACHAS;UN;CALZADO;
91ZATCSPIK%VD39;STILETTO CON TACHAS;UN;CALZADO;
91ZATCSPIK%VD40;STILETTO CON TACHAS;UN;CALZADO;
91ZATCTALE%NG37;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATCTIU%RJ35;Zapato con pasadores;UN;CALZADO;
91ZATCTRACY%NG38;SANDALIA GITANA CON MUCHAS TIRAS;UN;CALZADO;
91ZATDTULI%RJ38;STILETTO CLASICO;UN;CALZADO;
91ZATECAROLIN%RJ40;SANDALIA CON TIRA;UN;CALZADO;
91ZATHMIKAH%MB39;BOTA  CLASICA;UN;CALZADO;
91ZATMABBIE%QC36;SANDALIA TIRAS FINAS;UN;CALZADO;
91ZATMABBIE%VD38;SANDALIA TIRAS FINAS;UN;CALZADO;
91ZATMBARBI%OP40;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATMBARBI%PT36;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATMBARBI%PT38;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATMBROOME%OP36;BUCANERA CON BOTAMANGA;UN;CALZADO;
91ZATMBROOME%OP37;BUCANERA CON BOTAMANGA;UN;CALZADO;
91ZATMBROOME%OP38;BUCANERA CON BOTAMANGA;UN;CALZADO;
91ZATMBROOME%OP40;BUCANERA CON BOTAMANGA;UN;CALZADO;
91ZATMEINES%RS36;OJOTA TIRAS FINAS;UN;CALZADO;
91ZATMEINES%RS40;OJOTA TIRAS FINAS;UN;CALZADO;
91ZATMFIDA%WW35;SANDALIA BASICA EN METALIZADOS;UN;CALZADO;
91ZATMFINNI%VD37;SANDALIA TIRAS FINAS;UN;CALZADO;
91ZATMFINNI%VD38;SANDALIA TIRAS FINAS;UN;CALZADO;
91ZATMGRETA%WW37;SANDALIA TACO TORNASOL;UN;CALZADO;
91ZATMJULIANA%RS37;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATMJULIANA%RS39;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATMJULIANA%RS40;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATMLINDA%WW37;SANDALIA TIRAS FINA TALON SEMIABIERTO;UN;CALZADO;
91ZATMMACA%OP36;SANDALIA CON PULSERA;UN;CALZADO;
91ZATMMACA%OP37;SANDALIA CON PULSERA;UN;CALZADO;
91ZATMNEROLI%OP40;ZUECO CON HERRAJES;UN;CALZADO;
91ZATRGADOT%FX39;SANDALIA GITANA EN REPTIL;UN;CALZADO;
91ZATRGADOT%VD36;SANDALIA GITANA EN REPTIL;UN;CALZADO;
91ZATTILLA%JY36;BUCANERA CARGO;UN;CALZADO;
91ZATTILLA%JY39;BUCANERA CARGO;UN;CALZADO;
91ZATTJUNNE%NG36;ZAPATO CON GITANA;UN;CALZADO;
91ZATZALLISO%NG35;SANDALIA CON VIRA;UN;CALZADO;
91ZATZALLISO%NG39;SANDALIA CON VIRA;UN;CALZADO;
91ZATZALLISO%VD38;SANDALIA CON VIRA;UN;CALZADO;
91ZATZALLISO%VD40;SANDALIA CON VIRA;UN;CALZADO;
91ZATZAMANCI%KL35;OJOTA GITANA;UN;CALZADO;
91ZATZAMANCI%KL36;OJOTA GITANA;UN;CALZADO;
91ZATZAMY%EP39;Sandalia clasica baja;UN;CALZADO;
91ZATZANNE%JY40;SANDALIA GITANA DE TIRAS FINITAS;UN;CALZADO;
91ZATZANNE%KL36;SANDALIA GITANA DE TIRAS FINITAS;UN;CALZADO;
91ZATZANNE%KL38;SANDALIA GITANA DE TIRAS FINITAS;UN;CALZADO;
91ZATZBAR10%MB37;SANDALIA DE GAMUZA AL PISO;UN;CALZADO;
91ZATZBAR10%NG36;SANDALIA DE GAMUZA AL PISO;UN;CALZADO;
91ZATZBAR10%NG37;SANDALIA DE GAMUZA AL PISO;UN;CALZADO;
91ZATZBAR10%NG38;SANDALIA DE GAMUZA AL PISO;UN;CALZADO;
91ZATZBARBI%EP35;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%EP36;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%EP37;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%EP38;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;Logistic_profile
91ZATZBARBI%EP39;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%NG35;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%NG37;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%NG38;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%NG40;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%RJ35;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%RJ36;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBARBI%RJ37;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZBECA%VD36;OJOTA 2 DEDOS TIRAS FINAS;UN;CALZADO;
91ZATZBECA%VD38;OJOTA 2 DEDOS TIRAS FINAS;UN;CALZADO;
91ZATZBECA%VD40;OJOTA 2 DEDOS TIRAS FINAS;UN;CALZADO;
91ZATZCAMERO%EP39;SANDALIA CLASICA;UN;CALZADO;
91ZATZCAMERO%MR37;SANDALIA CLASICA;UN;CALZADO;
91ZATZCANDE%EP36;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%EP37;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%EP38;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%EP40;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%FX36;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%FX37;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%FX38;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%FX39;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%NG36;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%NG39;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%RJ37;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%VD36;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCANDE%VD37;SANDALIA CLASICA TACO ALTO;UN;CALZADO;
91ZATZCAROLIN%EP37;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%EP38;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%EP40;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%K040;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG35;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG36;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG37;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG38;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG39;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%NG40;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%RJ37;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%RJ38;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCAROLIN%RJ39;SANDALIA CON TIRA;UN;CALZADO;
91ZATZCECILE%JY36;ZAPATO PUNTA CERRADA;UN;CALZADO;
91ZATZCECILE%KL35;ZAPATO PUNTA CERRADA;UN;CALZADO;
91ZATZCECILE%KL36;ZAPATO PUNTA CERRADA;UN;CALZADO;
91ZATZCECILE%KL38;ZAPATO PUNTA CERRADA;UN;CALZADO;
91ZATZCLIFF%CQ37;STILETTO CLASICO;UN;CALZADO;
91ZATZENI%SQ35;SANDALIA TIRA CRUZADA SOBRE EMPEINE;UN;CALZADO;
91ZATZENI%SQ37;SANDALIA TIRA CRUZADA SOBRE EMPEINE;UN;CALZADO;
91ZATZENI%SQ38;SANDALIA TIRA CRUZADA SOBRE EMPEINE;UN;CALZADO;
91ZATZFLO%EJ39;SANDALIA TALON ALTO Y HEB. CUADRADA;UN;CALZADO;
91ZATZHELLY%NG37;ZAPATO DE PUNTA CERRADA CON APLIQUES;UN;CALZADO;
91ZATZHELLY%NG38;ZAPATO DE PUNTA CERRADA CON APLIQUES;UN;CALZADO;
91ZATZHELLY%NG40;ZAPATO DE PUNTA CERRADA CON APLIQUES;UN;CALZADO;
91ZATZJULIA%KL40;SANDALIA CON TALON  Y PULSERA GITANA;UN;CALZADO;
91ZATZJULIANA%EP39;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZJULIANA%VD36;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZJULIANA%VD37;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZJULIANA%VD38;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZJULIANA%VD39;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZJULIANA%VD40;SANDALIA PLATAFORMA;UN;CALZADO;
91ZATZKURT%VD37;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATZKURT%VD40;BOTA CIERRE INTERNO CLASICA;UN;CALZADO;
91ZATZLILAH%QC36;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZLILAH%QC38;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZLILAH%VD37;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZLILAH%VD39;SANDALIA CLASICA CON PLATAFORMA;UN;CALZADO;
91ZATZLIPA%JY36;SANDALIA DOBLE PLATAFORMA;UN;CALZADO;
91ZATZLIPA%JY38;SANDALIA DOBLE PLATAFORMA;UN;CALZADO;
91ZATZLIPA%KL36;SANDALIA DOBLE PLATAFORMA;UN;CALZADO;
91ZATZLIPA%KL38;SANDALIA DOBLE PLATAFORMA;UN;CALZADO;
91ZATZLIPA%NG37;SANDALIA DOBLE PLATAFORMA;UN;CALZADO;
91ZATZMACA%EP35;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMACA%EP36;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMACA%EP37;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMACA%EP38;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMACA%NG37;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMACA%RJ35;SANDALIA CON PULSERA;UN;CALZADO;
91ZATZMARTH%FX37;BOTA DE CALCE DIRECTO;UN;CALZADO;
91ZATZMAXIM%JY37;SANDALIA DE DOBLE PLATAFORMA;UN;CALZADO;
91ZATZMAXIM%JY38;SANDALIA DE DOBLE PLATAFORMA;UN;CALZADO;
91ZATZMAXIM%KL38;SANDALIA DE DOBLE PLATAFORMA;UN;CALZADO;
91ZATZMAXIM%KL39;SANDALIA DE DOBLE PLATAFORMA;UN;CALZADO;
91ZATZMAXIM%NG38;SANDALIA DE DOBLE PLATAFORMA;UN;CALZADO;
91ZATZNICKI%EP37;SANDALIA CON CADENA;UN;CALZADO;
91ZATZOLIMPIA%NG36;GITANA CON CADENA;UN;CALZADO;
91ZATZOLIMPIA%NG38;GITANA CON CADENA;UN;CALZADO;
91ZATZROUSSE%SS37;SANDALIA CON TALON EMVOLVENTE;UN;CALZADO;
91ZATZSARAH%EP35;SANDALIA CON PLATAFORMA CUADRADA;UN;CALZADO;
91ZATZSARAH%EP36;SANDALIA CON PLATAFORMA CUADRADA;UN;CALZADO;
91ZATZSARAH%EP37;SANDALIA CON PLATAFORMA CUADRADA;UN;CALZADO;
91ZATZSARAH%NG37;SANDALIA CON PLATAFORMA CUADRADA;UN;CALZADO;
91ZATZTALE%FX36;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZTALE%FX38;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZTALE%FX39;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZTALE%KL36;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZTALE%KL38;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZTALE%KL39;ESCOTADO CON PULSERA GITANA;UN;CALZADO;
91ZATZVICKY%RJ37;ESTILETO TALON ABIERTO RAYO;UN;CALZADO;
91ZATZVICTOR%NG38;OJOTA;UN;CALZADO;
91ZATZVICTOR%NG39;OJOTA;UN;CALZADO;
91ZATZVICTOR%RJ36;OJOTA;UN;CALZADO;
91ZATZVICTOR%RJ39;OJOTA;UN;CALZADO;
91ZATZVICTOR%RJ40;OJOTA;UN;CALZADO;
92FATCBASIC%AZ41;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCBASIC%AZ42;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCBASIC%BL42;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCBASIC%NG41;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCGUEZ%NG41;ZAPATILLA CON PASADORES;UN;CALZADO;
92FATCGUEZ%NG43;ZAPATILLA CON PASADORES;UN;CALZADO;
92FATCGUEZ%NG44;ZAPATILLA CON PASADORES;UN;CALZADO;
92FATCGUEZ%NG45;ZAPATILLA CON PASADORES;UN;CALZADO;
92FATCHERMET%BN40;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCHERMET%BN42;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCHERMET%BN43;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCHERMET%BN44;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCHERMET%NB44;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCHERMET%RJ42;ZAPATILLA BY BHAVI;UN;CALZADO;
92FATCWACH%BL41;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCWACH%BL43;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATCWACH%BL45;ZAPATILLA CON RECORTES;UN;CALZADO;
92FATTNERE%CQ43;ZAPATILLA DEPORTIVA;UN;CALZADO;
92FATTNERE%OF43;ZAPATILLA DEPORTIVA;UN;CALZADO;
92FATTNERE%OF45;ZAPATILLA DEPORTIVA;UN;CALZADO;
92S3IGSENN%NG41;BORCEGO CON ELASTICO;UN;CALZADO;
92S3IGSENN%NG44;BORCEGO CON ELASTICO;UN;CALZADO;
92S4ICRIME%CQ43;BORCEGO DE HOMBRE;UN;CALZADO;
92S4ICRIME%NG39;BORCEGO DE HOMBRE;UN;CALZADO;
