Código;Descripción corta;UdM base;Tipo;Perfil logístico
1S5ICKANI%NG38;BOTINETA CHELSEA;UN;CALZADO;
1S5ICKANI%NG39;BOTINETA CHELSEA;UN;CALZADO;
1S5ICKANI%NG40;BOTINETA CHELSEA;UN;CALZADO;
1S5ICKENY%NG35;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENY%NG36;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENY%NG37;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENY%NG38;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENY%NG39;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENY%NG40;BOTA CON TACHAS;UN;CALZADO;
1S5ICKENZ%CQ35;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%CQ36;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%CQ37;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%CQ38;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%CQ39;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%CQ40;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG35;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG36;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG37;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG38;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG39;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKENZ%NG40;BORCEGO CON  ESTAMPA;UN;CALZADO;
1S5ICKOV%NG35;BOTA CON CINTURONES;UN;CALZADO;
1S5ICKOV%NG36;BOTA CON CINTURONES;UN;CALZADO;
1S5ICKOV%NG37;BOTA CON CINTURONES;UN;CALZADO;
1S5ICKOV%NG38;BOTA CON CINTURONES;UN;CALZADO;
1S5ICKOV%NG39;BOTA CON CINTURONES;UN;CALZADO;
1S5ICKOV%NG40;BOTA CON CINTURONES;UN;CALZADO;
1S5ICLEK%NG35;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEK%NG36;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEK%NG37;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEK%NG38;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEK%NG39;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEK%NG40;BOTA CON CON CORDON Y LOGO;UN;CALZADO;
1S5ICLEX%NG35;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEX%NG36;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEX%NG37;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEX%NG38;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEX%NG39;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEX%NG40;SLIPPER DE CUERO;UN;CALZADO;
1S5ICLEY%NG35;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLEY%NG36;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLEY%NG37;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLEY%NG38;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLEY%NG39;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLEY%NG40;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5ICLIEVA%CQ35;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%CQ36;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%CQ37;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%CQ38;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%CQ39;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%CQ40;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG35;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG36;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG37;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG38;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG39;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIEVA%NG40;MOCASIN SLIPPER;UN;CALZADO;
1S5ICLIL%CQ35;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%CQ36;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%CQ37;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%CQ38;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%CQ39;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%CQ40;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG35;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG36;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG37;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG38;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG39;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLIL%NG40;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICLUCRE%NG35;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUCRE%NG36;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUCRE%NG37;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUCRE%NG38;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUCRE%NG39;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUCRE%NG40;BOTINETA CHELSEA CON TACHAS;UN;CALZADO;
1S5ICLUSH%NG35;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLUSH%NG36;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLUSH%NG37;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLUSH%NG38;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLUSH%NG39;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLUSH%NG40;BOTA TIPO MONTAR;UN;CALZADO;
1S5ICLYA%NG35;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICLYA%NG36;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICLYA%NG37;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICLYA%NG38;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICLYA%NG39;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICLYA%NG40;STILETTO CON DIJE EN HEBILLA;UN;CALZADO;
1S5ICMADY%CQ35;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%CQ36;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%CQ37;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%CQ38;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%CQ39;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%CQ40;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG35;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG36;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG37;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG38;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG39;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMADY%NG40;BOTA CON HEBILLAS;UN;CALZADO;
1S5ICMAF%NG35;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAF%NG36;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAF%NG37;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAF%NG38;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAF%NG39;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAF%NG40;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5ICMAGNA%NG35;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAGNA%NG36;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAGNA%NG37;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAGNA%NG38;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAGNA%NG39;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAGNA%NG40;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5ICMAJE%NG35;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMAJE%NG36;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMAJE%NG37;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMAJE%NG38;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMAJE%NG39;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMAJE%NG40;MOCASIN SLIPPER;UN;CALZADO;
1S5ICMIRI%CQ35;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%CQ36;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%CQ37;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%CQ38;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%CQ39;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%CQ40;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG35;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG36;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG37;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG38;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG39;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMIRI%NG40;BUCANERA CON HEBILLAS Y DIJE;UN;CALZADO;
1S5ICMONS%NG35;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICMONS%NG36;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICMONS%NG37;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICMONS%NG38;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICMONS%NG39;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICMONS%NG40;BOTINETA FULL TACHAS;UN;CALZADO;
1S5ICONLY%NG35;BOTA TEXANA;UN;CALZADO;
1S5ICONLY%NG36;BOTA TEXANA;UN;CALZADO;
1S5ICONLY%NG37;BOTA TEXANA;UN;CALZADO;
1S5ICONLY%NG38;BOTA TEXANA;UN;CALZADO;
1S5ICONLY%NG39;BOTA TEXANA;UN;CALZADO;
1S5ICONLY%NG40;BOTA TEXANA;UN;CALZADO;
1S5ICPIET%CQ35;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%CQ36;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%CQ37;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%CQ38;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%CQ39;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%CQ40;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG35;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG36;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG37;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG38;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG39;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPIET%NG40;BORCEGO CON PICADO;UN;CALZADO;
1S5ICPRAP%CQ35;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%CQ36;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%CQ37;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%CQ38;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%CQ39;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%CQ40;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG35;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG36;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG37;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG38;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG39;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICPRAP%NG40;BOTINETA TACO CON CHAPA;UN;CALZADO;
1S5ICQUIRK%CQ35;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%CQ36;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%CQ37;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%CQ38;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%CQ39;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%CQ40;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG35;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG36;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG37;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG38;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG39;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICQUIRK%NG40;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICREN%NG35;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICREN%NG36;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICREN%NG37;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICREN%NG38;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICREN%NG39;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICREN%NG40;BUCANERA CON HEBILLAS;UN;CALZADO;
1S5ICRUMI%NG35;ZUECO DE CUERO;UN;CALZADO;
1S5ICRUMI%NG36;ZUECO DE CUERO;UN;CALZADO;
1S5ICRUMI%NG37;ZUECO DE CUERO;UN;CALZADO;
1S5ICRUMI%NG38;ZUECO DE CUERO;UN;CALZADO;
1S5ICRUMI%NG39;ZUECO DE CUERO;UN;CALZADO;
1S5ICRUMI%NG40;ZUECO DE CUERO;UN;CALZADO;
1S5ICSHACK%CQ35;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%CQ36;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%CQ37;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%CQ38;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%CQ39;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%CQ40;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG35;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG36;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG37;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG38;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG39;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSHACK%NG40;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICSNARE%CQ35;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%CQ36;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%CQ37;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%CQ38;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%CQ39;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%CQ40;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG35;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG36;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG37;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG38;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG39;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICSNARE%NG40;BOTINETA CAÑA RECTA;UN;CALZADO;
1S5ICTASSIA%CQ35;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%CQ36;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%CQ37;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%CQ38;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%CQ39;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%CQ40;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG35;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG36;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG37;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG38;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG39;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTASSIA%NG40;BOTINETA CON CIERRE;UN;CALZADO;
1S5ICTORAM%NG35;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTORAM%NG36;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTORAM%NG37;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTORAM%NG38;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTORAM%NG39;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTORAM%NG40;BOTA A LA RODILLA;UN;CALZADO;
1S5ICTOUCH%NG35;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICTOUCH%NG36;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICTOUCH%NG37;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICTOUCH%NG38;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICTOUCH%NG39;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICTOUCH%NG40;BOTA CON ESTRIBO;UN;CALZADO;
1S5ICVIBE%NG35;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVIBE%NG36;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVIBE%NG37;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVIBE%NG38;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVIBE%NG39;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVIBE%NG40;BOTINETA CON PUNTERA;UN;CALZADO;
1S5ICVOIN%NG35;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICVOIN%NG36;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICVOIN%NG37;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICVOIN%NG38;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICVOIN%NG39;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICVOIN%NG40;BOTIENTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ35;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ36;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ37;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ38;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ39;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%CQ40;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG35;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG36;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG37;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG38;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG39;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICWYNNE%NG40;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5ICYEYE%NG35;BORCEGO CON LOGO;UN;CALZADO;
1S5ICYEYE%NG36;BORCEGO CON LOGO;UN;CALZADO;
1S5ICYEYE%NG37;BORCEGO CON LOGO;UN;CALZADO;
1S5ICYEYE%NG38;BORCEGO CON LOGO;UN;CALZADO;
1S5ICYEYE%NG39;BORCEGO CON LOGO;UN;CALZADO;
1S5ICYEYE%NG40;BORCEGO CON LOGO;UN;CALZADO;
1S5ICZELE%NG35;ZAPATO CON HEBILLA;UN;CALZADO;
1S5ICZELE%NG36;ZAPATO CON HEBILLA;UN;CALZADO;
1S5ICZELE%NG37;ZAPATO CON HEBILLA;UN;CALZADO;
1S5ICZELE%NG38;ZAPATO CON HEBILLA;UN;CALZADO;
1S5ICZELE%NG39;ZAPATO CON HEBILLA;UN;CALZADO;
1S5ICZELE%NG40;ZAPATO CON HEBILLA;UN;CALZADO;
1S5IDFILE%NG35;BORCEGO CON LOGO;UN;CALZADO;
1S5IDFILE%NG36;BORCEGO CON LOGO;UN;CALZADO;
1S5IDFILE%NG37;BORCEGO CON LOGO;UN;CALZADO;
1S5IDFILE%NG38;BORCEGO CON LOGO;UN;CALZADO;
1S5IDFILE%NG39;BORCEGO CON LOGO;UN;CALZADO;
1S5IDFILE%NG40;BORCEGO CON LOGO;UN;CALZADO;
1S5IGBENK%AR35;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBENK%AR36;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBENK%AR37;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBENK%AR38;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBENK%AR39;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBENK%AR40;BOTA  CAÑA VOLCADA Y CIERRE;UN;CALZADO;
1S5IGBRED%CQ35;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBRED%CQ36;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBRED%CQ37;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBRED%CQ38;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBRED%CQ39;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBRED%CQ40;BOTA CON CAÑA SUPERPUESTA;UN;CALZADO;
1S5IGBUSCH%CQ35;BOTA SOFTY;UN;CALZADO;
1S5IGBUSCH%CQ36;BOTA SOFTY;UN;CALZADO;
1S5IGBUSCH%CQ37;BOTA SOFTY;UN;CALZADO;
1S5IGBUSCH%CQ38;BOTA SOFTY;UN;CALZADO;
1S5IGBUSCH%CQ39;BOTA SOFTY;UN;CALZADO;
1S5IGBUSCH%CQ40;BOTA SOFTY;UN;CALZADO;
1S5IGCLARKE%AR35;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%AR36;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%AR37;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%AR38;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%AR39;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%AR40;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ35;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ36;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ37;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ38;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ39;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%CQ40;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG35;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG36;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG37;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG38;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG39;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLARKE%NG40;BOTINETA CON PIEL;UN;CALZADO;
1S5IGCLOSET%CQ35;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCLOSET%CQ36;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCLOSET%CQ37;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCLOSET%CQ38;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCLOSET%CQ39;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCLOSET%CQ40;BORCEGO CON PASADORES;UN;CALZADO;
1S5IGCOTTON%CQ35;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%CQ36;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%CQ37;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%CQ38;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%CQ39;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%CQ40;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG35;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG36;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG37;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG38;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG39;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGCOTTON%NG40;BOTINETA CON HEBILLAS;UN;CALZADO;
1S5IGDITO%MR35;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDITO%MR36;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDITO%MR37;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDITO%MR38;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDITO%MR39;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDITO%MR40;MOCASION CON PELUCHE;UN;CALZADO;
1S5IGDUAN%CQ35;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%CQ36;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%CQ37;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%CQ38;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%CQ39;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%CQ40;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG35;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG36;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG37;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG38;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG39;BOTA A LA RODILLA;UN;CALZADO;
1S5IGDUAN%NG40;BOTA A LA RODILLA;UN;CALZADO;
1S5IGEFE%CQ35;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGEFE%CQ36;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
